FECHA;ADDRESS;CANTIDAD BUSD
2021-11-17;0x2ab03d0bdbb64ff44394448ab371e068b677fa73;100
2021-11-17;0xde9168bd4ebf74d29ab0512e8d3c0e73d5756749;100
2021-11-17;0xde9168bd4ebf74d29ab0512e8d3c0e73d5756749;100
2021-11-17;0xda35769deb6e6327db5802808a41fd97aa8acb70;1664
2021-11-17;0xe45e6aff56f57ff29f0427acefb7fea82625a669;3395
2021-11-17;0x327636dd0189fe0a1bc82feb34e4733dd117d778;500
2021-11-17;0x14c80289b93e3cccaa716dbf1e403dc3a3a228ae;300
2021-11-17;0xeb6208552c4ba9506b278d4f46b79780784bc485;500
2021-11-17;0x676d81c2f882ce783ad5d4f618c60ebcef9519db;1214
2021-11-17;0x8e682ee1f6fb703daa8d53ec3e5bf932300b6f61;8606
2021-11-17;0x80be288f09764c35140f70e7167e1494b0df015a;500
2021-11-17;0xddefb6166643657187c587237c3868f0fb3e37de;10214
2021-11-17;0x4b1f5f4a86102ae23d6a859c6da2bd05a787442e;3000
2021-11-17;0xd858a91ce7f37d5da9fea1aed961de668d5c790f;10200
2021-11-17;0xb90022b376c882b98e5c23de33d5ef03081b639c;13000
2021-11-17;0x6cb5cc8b65a00bd36380aa370b3ee4a8f498a30e;2600
2021-11-17;0x7d8718faba875b07a627592ecaff2fd717266b28;2500
2021-11-17;0xbd8cbe8ed878658bb2767b910a23a02dd6d7a23e;3351
2021-11-17;0x1048e7c29a24da584f6317248466f9c7cbd87558;562
2021-11-17;0x19852f1ecaf297245a2155323d0ab260516d74ab;481
2021-11-17;0x5cdbc5f5cb24454a2ca7aad35450fa00969c2f94;240
2021-11-17;0x7421698e7e607d399e5a5d7a727886d39a6432f3;2000
2021-11-17;0xcaeb246e8060194b25518e37a006b1e4a64a2ba5;2000
2021-11-17;0xd858a91ce7f37d5da9fea1aed961de668d5c790f;700
2021-11-17;0x73ab142ec606896083eb3278435f8346c93b0c55;2000
2021-11-17;0xe0cd94950fa7fbf33fb4a52de665bc7e3a189d73;187
2021-11-17;0x6a2c8fe8baf73e0b02442726a35717f55bf5778f;574
2021-11-17;0x07873a312142bb01e47923103c73efb4e0b9fef4;500
2021-11-17;0x38e1bdecf9607baee873c0822dc705cfb09902da;5000
2021-11-17;0x9fd7237041c7f94a9e7c6577d3f3a8223d94d6e7;100
2021-11-17;0x19852f1ecaf297245a2155323d0ab260516d74ab;222
2021-11-17;0xa4a3ded7e9d86325d167d5c03f82f61f170025c2;198
2021-11-17;0x5e7b7c36960beed7503f9c725b9faeac8755b0dc;100
2021-11-17;0x842bb4b99c9fb93c2c238a81de4496b1faa71855;118
2021-11-17;0xf40577a35cbe74a8b3a6172820e4235bcade2924;1000
2021-11-17;0x75dcf38e95f2adaf757bd4f10c2b7b7a426a40cb;532
2021-11-17;0x84c7ebef0315c56b99d05536ea2b666446b37705;16000
2021-11-17;0x9e65e3bd37c0b1b4de3193c6c29e488c057c5942;2000
2021-11-17;0xaad0ce07848158362dcb66e4a167cf47254adeea;400
2021-11-17;0xdffdad62bc8e7f671643ef89a21d963d7712b246;339
2021-11-17;0x0389ab3a38a3fc8f6a0e96806908e386d3f9be7f;100
2021-11-17;0xddefb6166643657187c587237c3868f0fb3e37de;1258
2021-11-17;0xb724c63eaea41e7e6c95101da8a8b42c7491e640;1505
2021-11-17;0x92b531546b26b67c672a39422b32e6449ca44a4d;1110
2021-11-17;0xf48cef0011da0fbc3cb3caf0928a1609bed44c71;339
2021-11-17;0x45d97d18cdf769c0f8cbbea1ecc6ad535790587c;996
2021-11-17;0x96d5b30ed6e897bf9ebe398ce86b2b4238b70c6f;15344
2021-11-17;0xd9daf5f95d0f3287450dfb2cda9eb27896252599;126
2021-11-17;0xeb1c50f4c3a3d6a30a4192252ccb3ed8d2677ccf;911
2021-11-17;0xb36d3f6a212445a583e90fe11759a1aa0c956c47;16000
2021-11-17;0x5291daac6fd236027e0bc50bd78842490c5e35c4;4790
2021-11-17;0x61d253653b67a9d736a7cb9ebf745f78b8e9a124;16000
2021-11-17;0xea0a2bcff5dfb5b9b545474fb160520255be4012;16000
2021-11-17;0x07aacbeaaf2dd1f1b735041c0ad628af2f084dfa;16000
2021-11-17;0x5d42739ec341fecb271c4f35f652137c86e65696;309
2021-11-17;0x527818e450483bdbb2aa6a4e6ad7cef69bd77140;309
2021-11-17;0x7439d7e7aa48f3d312548f574aa7293dc58e230d;5159
2021-11-17;0xf21cf11b0109ffabe6ef44d3cdbb9cfa52d3289b;250
2021-11-17;0xecc9ebf62f32d881f3711e51a04501b69bb0b662;1350
2021-11-17;0x83ab8420956e4c1df7de2706339e401f385e34e1;158
2021-11-17;0xcaeb246e8060194b25518e37a006b1e4a64a2ba5;400
2021-11-17;0x16fffc43a38e1949ad3bf6bbe91569c61747614a;1600
2021-11-17;0xeaae4d3b267c38dd68436470e7a5864b6b0910fb;200
2021-11-17;0xf599631217257be63c45ed53e95be26d85a09b04;564
2021-11-17;0xeb1432d117ce826fd557649c6d2489683d6c38e9;338
2021-11-17;0xb7ac5eb696b32de76699d22bc02a7826bb3e946d;450
2021-11-17;0x9bf02875b779bba0ae84ae45d6e71dba237b2e87;329
2021-11-17;0x29f52acfc64d7c3408ba7531db23cad1f67c6939;171
2021-11-17;0xd858a91ce7f37d5da9fea1aed961de668d5c790f;700
2021-11-17;0x319df4246ffe99a65a8d2e9a20a2b2dd0a34c513;100
2021-11-17;0xfc39223156c9e5a5f38dd0c60de44f36d6e92c12;135
2021-11-17;0xf8b9e3881658aa8f86071fd55b46846a35cfe2fa;250
2021-11-17;0x84fcbd9b1830f2128e1f180cd40f3482402b6368;500
2021-11-17;0xca51bc8aa903e324677ec65d2b580db801677bb0;100
2021-11-17;0xde5258c69d41f38bb6402f0aaa23d8f210bccf69;130
2021-11-17;0x9e8cd1084d08ec7406d5b3ae5bf3c3e0a956a0f7;10170
2021-11-17;0xdffdad62bc8e7f671643ef89a21d963d7712b246;788
2021-11-17;0x1404035bedd9e836335bb7f0916654d7569c0208;1102
2021-11-17;0xe83e5bdb19627d587de65bd54c7b3c9f5186db27;114
2021-11-17;0x79b13ebd1af082164baf4531f909517be771f2b2;100
2021-11-17;0x0eefa9542ced95f771ff0a4e88fd1664bb0d5324;800
2021-11-17;0x6d64b1b6dc6e66f181393b54937aed0fbf2934ef;12000
2021-11-17;0x72783a5b4ed2a37df55a719c472f1aed1c2e621d;1020
2021-11-17;0x533555010cb1a3611e7b6d0c36d58c2f34a2baa1;106
2021-11-17;0x676d81c2f882ce783ad5d4f618c60ebcef9519db;250
2021-11-17;0x11fb0348df75c7da1d5dfc6a85074a078e287fd2;994
2021-11-17;0x18100383ac844cfbc05232f70c9e97ab13a786c3;274
2021-11-17;0x8d2898a253bf023b28b20966436436519a7d8f90;169
2021-11-17;0xfc2d658c13988a72801dd6f6aede99235c2babfa;103
2021-11-17;0x43836542954db5a4cea4eeb3a6287344900945a4;500
2021-11-17;0x4851f8f88502201c38f42471451fd5d446aaf0bc;227
2021-11-17;0x50fa381581e369d02b756c5530ae9a127559f01a;216
2021-11-17;0xb7ac5eb696b32de76699d22bc02a7826bb3e946d;500
2021-11-17;0xfcf82ad436a01d62f3bf8c42c3f859e459b45640;177
2021-11-17;0x7412104e4ca23cbf7cee3dca2e0ed420775d2ec2;200
2021-11-17;0x2ff31cb0cf1ddc5d097603f2ad6c22a75fb9c4d6;350
2021-11-17;0x4289d60bdce7080fc2063ce34aa750210b8cb910;573
2021-11-17;0x0fa89f51ec212b5fd1d12dd91eb0fc001d8e50ac;100
2021-11-17;0x04a3fc3947fe71154774d742ebfa0347f47fc282;119
2021-11-17;0xde9168bd4ebf74d29ab0512e8d3c0e73d5756749;800
2021-11-17;0x60c90691adb7d843d9aa1225b499a6a35648f1dc;200
2021-11-17;0xe039ff687e99b627afc7554e7613c36ca850ce84;516
2021-11-17;0x0e40b47a1f137cfaec71fc624c5583eb9b725823;105
2021-11-17;0x971d680858239c9b69e8dbf11d6e9e57c1bf350f;102
2021-11-17;0xe45e6aff56f57ff29f0427acefb7fea82625a669;540
2021-11-17;0x407533e4938f840ee58fded0a55479fbd2e88f55;208
2021-11-17;0x1b3d4b163cf5a1e050a7126df2d451db2bbe125d;472
2021-11-17;0x486c14eb19dedec133e84a13517296fd1d359548;200
2021-11-17;0xec37dfc01b3be2fa772335c25ba84fd9bd052d7d;428
2021-11-17;0xa98593cb43a2c8c70bb973e89d3dd5f9455bdd8f;530
2021-11-17;0x128a10fb585139d1f120a3a9ad785a3f9fe88ba8;301
2021-11-17;0xde51d865255c75abfbf40d651e09098748ae88ab;567
2021-11-17;0xe618d6d292e6dd1f78ac0dc5d1899c1360ebd442;400
2021-11-17;0x5f14d359797b96925cac5e16618da1028532e603;286
2021-11-17;0x114727171687278bc73e59162f86b6c5870bc2af;1339
2021-11-17;0xe2303512e18d9844f3fe2235dddac7ef47ecd09f;375
2021-11-17;0x254d107602f6c8ecd48aa6b1714fe8c3f06c1489;5000
2021-11-17;0x3c83530270548d5f5ff202c88ffaa1e6db04d37f;103
2021-11-17;0xa98593cb43a2c8c70bb973e89d3dd5f9455bdd8f;150
2021-11-17;0x86ece3820f4f007a6e38bf104b8d829cc88d32a4;1500
2021-11-17;0x114727171687278bc73e59162f86b6c5870bc2af;554
2021-11-17;0x975011530f07b8fb0173647b286bac3cbaa8c803;1227
2021-11-17;0xa40ed9f71a23f6337ee6c385472c97d949bb0c9f;543
2021-11-17;0x0389ab3a38a3fc8f6a0e96806908e386d3f9be7f;100
2021-11-17;0xfada7de149e62eedf2b444c4929bfeabd5fdec4a;290
2021-11-17;0x7421698e7e607d399e5a5d7a727886d39a6432f3;922
2021-11-17;0xfa7b04b7052081c1cec9256a05be2b7cbd600d07;3000
2021-11-17;0x480d567002ee34699102985839adb3bbf8dcdcf1;105
2021-11-17;0xd69d11776eceeb3d7666f1d3e031fb4a9c6b11de;100
2021-11-17;0x228a0eb1547f42a23c78d31d823baf03bd51d5fc;241
2021-11-17;0xa8307e8971bb1c7f8baf80f3d6238988c92b6b40;958
2021-11-17;0xc5b164ac967f5e36638af0aa840391e32ca3ea6a;1115
2021-11-17;0x83ca20ee7a4881daf10fadc8156e014ceaaa7d85;169
2021-11-17;0x5c67362c0c7df8cf285de65080cad3ab5aeff57d;399
2021-11-17;0xddefb6166643657187c587237c3868f0fb3e37de;1425
2021-11-17;0x8e5d1532f0396faa1f4700d71ee7a9e340feb936;160
2021-11-18;0x30846b1d83dbb543ebedc3a0f24c222177daab37;2135
2021-11-18;0xd26c16d70e7725e761cb135b0faffca5a39984b4;100
2021-11-18;0x609bd01bf678426323f88d38b7777d71cee8cc08;297
2021-11-18;0xe6bb957b2e7c536e407e1ccd6bba47403814490c;100
2021-11-18;0x609bd01bf678426323f88d38b7777d71cee8cc08;101
2021-11-18;0x2048a73c6287c2224d965061d39b9e473f2d77b8;201
2021-11-18;0xa8381cce86c3cc25ceea308dc9bcd0aba8bc6c07;104
2021-11-18;0x5e6e5910678403286df4975f7c65ea84b0fe162b;470
2021-11-18;0xba10ba5b4be80a450f20ef1baa8b13f80b16518e;102
2021-11-18;0xd219f359c650f47c21a60bd9ac22561eccced30b;100
2021-11-18;0xd219f359c650f47c21a60bd9ac22561eccced30b;1900
2021-11-18;0xd62a27e212c35257ea036148be828fb58d8a07fd;150
2021-11-18;0xf3383ce9e79f3a8d88990d205031db95776c0b13;1000
2021-11-18;0xbb4855aaa5f590e8c9457b3d77cd7511bd1bc5cf;208
2021-11-18;0xb0afc3cb40ccb52ecc9d061a563232c105867e14;3000
2021-11-18;0x282f5c20b209b8e03bb5a57b6d3e3c5b4b91a7ef;120
2021-11-18;0x7f4cfdf9b101ffdb81c3476d9252ce0d62f083ff;425
2021-11-18;0x65c885a351cb1a5fd0ad5f042eb4214b2f481dcc;111
2021-11-18;0xc846b4532249ba200a2f40b011aa8a770266bac2;250
2021-11-18;0xa271aea92144792adf7b77b63f25b09c5c327b6f;100
2021-11-18;0xb4a7957f89d98f7c64e67e2cf448428b138b3962;200
2021-11-18;0xc89ccb8cc2326722feab7c24b1431429c414b2d6;1500
2021-11-18;0x8be1907f0276317251b7a88ceaf70d3bd7323f18;112
2021-11-18;0x43836542954db5a4cea4eeb3a6287344900945a4;1000
2021-11-18;0x41e345e3e7dd421ed2894ec85cbf1c76766f6752;191
2021-11-18;0x098621204796a04ada1d44f00ea15ca9fc8f421a;562
2021-11-18;0x32ec6d79e9e471f955625874ade60ca164fa1596;116
2021-11-18;0xb3e8d208d4f82e69a8e7d55a0bfecdf219dfc253;100
2021-11-18;0x161637fe8008c275a064b09710805a7e8cb0e597;100
2021-11-18;0x01741d58a97cb300787e0627fdeb92fe8cc41a0b;101
2021-11-18;0xa1f9136fb3b990ff5e29121d19cc5391e7cf556c;160
2021-11-18;0xc53f058afa084d06f974e477ef9150958c29a365;100
2021-11-18;0x5031f1a3fd772bda96ef0e697acf98c15127698a;100
2021-11-18;0x86cedb81675e093b5e581955d601c56d75ddc2e7;875
2021-11-18;0xa2a3a6fb4756961afacaa974f5b165bc0acae783;217
2021-11-18;0x0e55d4b97a7e357d43fb2e4e32576f1f3fbf52b1;151
2021-11-18;0x7e195a461fefd0cbb37bad4ec44fdb8ed56cf4ad;183
2021-11-18;0x9e17163eb3b3c20a6154ec8bcbb192e3430e85bc;221
2021-11-18;0x5e8d7bd6d2fee1940c80823d56846a1fc72ec4ff;1100
2021-11-18;0xea3e1ae66f8a174f319bae64f39acd058412476a;175
2021-11-18;0x59f3ea4b1500612db6d2b5815585f6a31c60cdc0;100
2021-11-18;0x607af29bf84abd875f5e16f1845bed4d131ebd62;1106
2021-11-18;0xd4cb97da996b6a677292a91c2fdfc121b4392f55;200
2021-11-18;0x558e5a0a419ce7341ab507da402cd17ae6e67d3c;138
2021-11-18;0x61f3811b92596004d6cd65840b489ff0b3fe3053;100
2021-11-18;0x558e5a0a419ce7341ab507da402cd17ae6e67d3c;100
2021-11-18;0xa14b35101ac4891c581d83561d95d3dfc6ccd1b7;100
2021-11-18;0xf0cb1628778b53b504d77791b5088c60fcb1d4ae;126
2021-11-18;0xce1317a9e8d2096a9dec8bd95dab219e2aae4db4;101
2021-11-19;0xc0cc02c5827581b4922708ad17c81a068a57bc08;240
2021-11-19;0x610ca80b7a86d51c8f3b1568d12c3d16cda66118;110
2021-11-19;0x9e17163eb3b3c20a6154ec8bcbb192e3430e85bc;211
2021-11-19;0xf05e0beaf58cba548b229d74cf06b0a97120f9f1;400
2021-11-19;0x5d18cc3da1e480423fe7444a3471083946036701;150
2021-11-19;0x1fd7c3b6f8e61cfc173464fb6f2c170f0abac0c8;152
2021-11-19;0x29eb902d770a6cb2951f852bd5db258f6d8cee91;735
2021-11-19;0x43836542954db5a4cea4eeb3a6287344900945a4;137
2021-11-19;0xc945ab54a0c641bddb2775d6504dc5211054a9d2;105
2021-11-19;0x16fffc43a38e1949ad3bf6bbe91569c61747614a;1996
2021-11-19;0x28b062d850aeaeaa69b5d4bbfb62e79cc33d5c8a;206
2021-11-19;0x842bb4b99c9fb93c2c238a81de4496b1faa71855;335
2021-11-19;0xdb2c73ec9c42dd49077cc8efe60d9937ee7959aa;285
2021-11-19;0xd92dee68308133daa9bf4b326fa0f77884b2712b;148
2021-11-19;0x2f7b96150f603aad4c2612ad63b518224d227a95;2088
2021-11-19;0x038393bbf892686fad147d900948dd9de693d463;100
2021-11-19;0x1d0bb21b41e228f5717e267ce6a3e7c0bb80130e;100
2021-11-19;0xc5a764ea954d46b8f17976ab331b8d17b9a2f9c5;108
2021-11-19;0x66594bb36c6d2d0302b43db5fe97cb3f9f4403c1;225
2021-11-19;0xc72ef16866d795ad7f0da99fd9b5c851fdcac97d;218
2021-11-19;0xb61c097259bcd1c1683ddf37fd04873062b9959e;150
2021-11-19;0x1155d0b06c3e77ad771246cf88b4b403d90b6727;1090
2021-11-19;0x00d5aed330e09d5bf43bd3ec45d8e39bbb1543bb;449
2021-11-19;0x20a45fc7765e787ec0a9747c26a6e6d64cdb961b;218
2021-11-19;0xfef5efffdb7c66e95b5efbc24f6058966944c728;500
2021-11-19;0xf236f1af443d013b860fcd07fbb47fe5e50e2fb8;170
2021-11-19;0x85d8b4645f6833f19b6eaf19500ac2ed72c9f2c1;735
2021-11-19;0x0704cd32d7be09c67a9960345ab73d72aa518b3d;1008
2021-11-19;0x42836de06707463ae4bf064a11676396575a16bd;621
2021-11-19;0x0704cd32d7be09c67a9960345ab73d72aa518b3d;132
2021-11-19;0x01741d58a97cb300787e0627fdeb92fe8cc41a0b;115
2021-11-19;0x9dc1e3dc9fe1cc63eeca93261f26ac8cba0ec79b;125
2021-11-19;0xb89bb395b8786763695fd2eb6269eadcbc4babcd;1087
2021-11-19;0xaf757f7701d4f92f0e8195e22e9696026469369a;172
2021-11-19;0xa7b0af407a2a0c56d82aecac5c162877191d3936;121
2021-11-19;0x59c61a294df00f405d9cbc39959d8c1ff5da9bd7;512
2021-11-19;0x9b115ba9ad92716b5e5b97727382654a4b7008f2;216
2021-11-19;0x59c61a294df00f405d9cbc39959d8c1ff5da9bd7;233
2021-11-19;0xf491d2ed64f3270f498e531186b60821852c5295;162
2021-11-19;0xcb116e45191cdb443a9b142e79e7393a4ed1e6e9;134
2021-11-19;0xb78c14d13876f554cf4b11681efac8ea386973fc;1500
2021-11-19;0xe8b756cb5d8455f40254b164acac361d55626ebd;1087
2021-11-19;0x544562491468fd7d8c8ad099e87b10723b747537;498
2021-11-19;0xdaa37b5a4503bebf66812f609c2184f3a6329b1c;210
2021-11-19;0x53405514de531b5ef5cd9a44ef06c7f331c98bb1;300
2021-11-19;0x61aa13869c51b03103445301836c2de85fd2cc94;316
2021-11-19;0xc950abbbdffd71ab472e2ed7517d7cbd4fa4281e;3568
2021-11-20;0x54d4ffddde708885c154740077ae3f0fd293e508;3500
2021-11-20;0x9bf02875b779bba0ae84ae45d6e71dba237b2e87;171
2021-11-20;0xcfe7a0f4d549ba0aa6fd80823931e13d23327501;102
2021-11-20;0x1fd7c3b6f8e61cfc173464fb6f2c170f0abac0c8;100
2021-11-20;0x03d303d3821e69826a47f761589cd8b4ab9df8e9;2500
2021-11-20;0xc2e2017421087be10499dd9f75e45ef5d672d752;178
2021-11-20;0x4b01f8ce3e6311bd4fe7a791a0da63214b1399f0;105
2021-11-20;0x3116c57291d489e9eb018e8d9f892fa9c211c96c;318
2021-11-20;0x2b88f4852766204919257ceb3d3c8cdb5a960b4b;3488
2021-11-20;0xb89bb395b8786763695fd2eb6269eadcbc4babcd;526
2021-11-20;0xc043b52a2eb798cc443c71db0c297ffdcc0bc32b;112
2021-11-20;0xbd21326afb10c4ff40e5107f9c51d5af969c76ae;119
2021-11-20;0x347dc06f71b32b7e7b48e5d66fe8e76855bf11c2;1100
2021-11-20;0xa0f83bd30ee0db5b8e42399c79a8aec8637430d1;696
2021-11-20;0xcad5d230367b28664a303f67bb727fb3314f663c;149
2021-11-20;0xcc461175e506fed272058047ef2828af1d3f4e3b;338
2021-11-20;0xc6564672a0b0414efd0e3d2e2e79281c1cf5aeb5;4000
2021-11-20;0xcfe7a0f4d549ba0aa6fd80823931e13d23327501;100
2021-11-20;0x36d60c726da5419dccfe6d30e5ee410d519e16af;100
2021-11-20;0x228a0eb1547f42a23c78d31d823baf03bd51d5fc;131
2021-11-20;0x0aeff9a436cebf23c82fef4b06cd9d47581e29ca;240
2021-11-20;0xd3b7b25e3972c9dc0223c7fbc5ce2362c6d429bf;1107
2021-11-20;0xec3f228921b0403f39d2e5ed4df848de21f44012;534
2021-11-20;0x50fa381581e369d02b756c5530ae9a127559f01a;300
2021-11-20;0x8eb007ed3b236be498f534428e68ac755e945fb4;1073
2021-11-20;0x570bdc6518368126751aa1132a6e4dc9c78a8e77;508
2021-11-20;0xe9267ac3383ae56c841903596d9c7cc2d612ea99;200
2021-11-20;0xa3fd7a45ee5246461881c17db54b5bc92d28e681;225
2021-11-20;0x67b1c015df0167df89f1027e31625f84bb3c3ab7;220
2021-11-20;0xc4431cab5cbc43220fa3e95f411ebeed4342c969;220
2021-11-21;0xddefb6166643657187c587237c3868f0fb3e37de;655
2021-11-21;0x708dec7c11c304a7c412324ccaaae72ef1de72a9;500
2021-11-21;0x41bb3be6c287471ea1fb6b463f6a7d13f05f3487;359
2021-11-21;0x081ff9123c93fcaf85b5043f53987f3e6df5da22;115
2021-11-21;0x4d7a8f1ecc85d0a2975db5d08f3f0a6773e5ff6f;100
2021-11-21;0x653c5c8c5748046419ca76d2f350df5a6c46e77f;129
2021-11-21;0xddefb6166643657187c587237c3868f0fb3e37de;2286
2021-11-21;0xddefb6166643657187c587237c3868f0fb3e37de;162
2021-11-21;0xce1317a9e8d2096a9dec8bd95dab219e2aae4db4;934
2021-11-21;0xbdda9f93bf087aa88de30cb760816d4ec123396f;116
2021-11-21;0x197fa925a9a5b339f156b6e30e46bcf7eb954e2d;100
2021-11-21;0xe1a49ae13951fe9e19dc9b16167e8a9c1ac91ccb;100
2021-11-21;0xeb1c50f4c3a3d6a30a4192252ccb3ed8d2677ccf;137
2021-11-21;0xd164f61feb4dc69a612268132041d98714b9c520;1102
2021-11-21;0x98c8a949684f98f0c3498d902899e7c5642dea62;116
2021-11-21;0x3ab14ae83f29608f1c64ec509144877b190bb37b;110
2021-11-21;0xb89bb395b8786763695fd2eb6269eadcbc4babcd;542
2021-11-21;0x6cb5cc8b65a00bd36380aa370b3ee4a8f498a30e;800
2021-11-21;0x816be7c10f331fd97e32ec948e03a5900c094b7d;200
2021-11-21;0xf491d2ed64f3270f498e531186b60821852c5295;234
2021-11-21;0x29eb902d770a6cb2951f852bd5db258f6d8cee91;372
2021-11-21;0xe45e6aff56f57ff29f0427acefb7fea82625a669;502
2021-11-21;0x7621c6fe58e8d0df04faf65f0ec284e7050fb35b;437
2021-11-21;0xdddf77e42a769303a5b9815356b05bb6e5685c9a;200
2021-11-21;0xb89bb395b8786763695fd2eb6269eadcbc4babcd;1084
2021-11-21;0xcfe7a0f4d549ba0aa6fd80823931e13d23327501;100
2021-11-21;0x5cdbc5f5cb24454a2ca7aad35450fa00969c2f94;240
2021-11-21;0xc94362a97215b6ddd16b967d687f231e09039882;2500
2021-11-21;0x842bb4b99c9fb93c2c238a81de4496b1faa71855;327
2021-11-21;0xb7462b0f4928b3bb731610253695deba92dfbd9f;160
2021-11-21;0x83ca20ee7a4881daf10fadc8156e014ceaaa7d85;204
2021-11-21;0xfcf82ad436a01d62f3bf8c42c3f859e459b45640;234
2021-11-21;0xfcf82ad436a01d62f3bf8c42c3f859e459b45640;237
2021-11-21;0x65d32b98a0392b4abe14992def6825ddf5a2b3e4;975
2021-11-21;0x3ed18781cb04788a6825175f0c7aa2aaf5253f62;162
2021-11-21;0xd7b235bde3803d54cf58912d03e3dd3d49840100;300
2021-11-21;0x75e2262440d93bacc4e42aa3176247073124a04a;1100
2021-11-21;0xde9168bd4ebf74d29ab0512e8d3c0e73d5756749;9000
2021-11-21;0xf3ca5fe9d21b98e560bb0b95e01bf559e167d0cb;1000
2021-11-21;0x75733f5d7b3f2de55d8e85233bc2232b833195ee;100
2021-11-21;0xe618d6d292e6dd1f78ac0dc5d1899c1360ebd442;179
2021-11-21;0x18100383ac844cfbc05232f70c9e97ab13a786c3;157
2021-11-21;0xc46d77238ffca33f14a3c7b8a68a06070da2b2c5;1389
2021-11-21;0xcaeb246e8060194b25518e37a006b1e4a64a2ba5;322
2021-11-21;0x2fe806b9b9964ed7220445c135d22598c8e31367;108
2021-11-21;0x2703784ac104984a8e7e0b3b135f56a3620706a5;119
2021-11-21;0x3a71ea66359e41d2fefa255bd31bf9c983a7c266;200
2021-11-21;0x4798847dd1efc067e45721ecc2dbb13a75c4748f;110
2021-11-21;0xd423ea620232bba99f9b80419dba99cae406a3db;123
2021-11-21;0xbcef0b2ca978a63f2ef140caa640125feb84547b;300
2021-11-21;0xbcef0b2ca978a63f2ef140caa640125feb84547b;200
2021-11-21;0x7e75a7fb231a9d118ffbe7ac7b571dd694adfa2f;110
2021-11-21;0x19c5bfb45b38c27dd18e245efd951e43bdc3642c;101
2021-11-21;0xdb2c73ec9c42dd49077cc8efe60d9937ee7959aa;190
2021-11-21;0xabd31cbd23e8192fbc060eface86ef43d679a03c;662
2021-11-21;0xbc81bb3325cd8a2eba28908def29ea24f3db1de3;243
2021-11-21;0x9eed19ac634fb499d7fa9f581399cb464e464907;100
